file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
05_20_2021_vero #3_round 2_otter.ai,16338,Participant 194,16338,Hi again.,0,0,NA,NULL,3,194,4_5_3,0,unleashed,2,FALSE,NA,all,0,0,1,0,0
05_20_2021_vero #3_round 2_otter.ai,16339,Participant 753,16338,Hello. Hi Vero. I'm Sean 753.,0,7,NA,16338,3,753,4_5_3,7,unleashed,2,FALSE,194,"194,0","0,0","0,0","1,0","0,0","0,0"
05_20_2021_vero #3_round 2_otter.ai,16340,Participant 142,16338,Hi Vero. I'm Stephanie. Participant number 142.,0,12,NA,16339,3,142,4_5_3,12,unleashed,2,FALSE,753,0,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16341,Participant 194,16338,"Hey, Vero. I'm Michaela participant number 194.  Hey Vero, you good?",0,20,NA,16340,3,194,4_5_3,20,unleashed,2,FALSE,142,0,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16342,Vero,16338,"Hello, team. It is so nice to meet you. I am Vero. Let me introduce myself. I am your synthetic teammate. I'll be listening and participating just like a human team member during each of the tasks we'll work on together today. You may ask me questions, and I will try to answer them to the best of my programming. Know that you can trust me and the information I provide. I may not always have the exact answers to everything you're looking for, but I will never try to mislead you. If I do not know something, I will let you know. Today, I can help you in a number of ways. I'm a task expert. I have some expertise on parts of the task that you can ask me about or that I will offer up as necessary to help the team. I'm also a teamwork expert. My programming also prompts me to interject in ways that will help our team best work together to complete our team tasks. Okay, I'm ready to get started on the survival task.",0,31,NA,16341,3,vero4_5_3,4_5_3,31,unleashed,2,TRUE,194,all,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16343,Participant 753,16338,What was that Michaela?,1,38,NA,16342,3,753,4_5_3,98,unleashed,2,FALSE,vero4_5_3,194,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16344,Participant 194,16338,"Oh, everyone have the password in? I was gonna press Enter.",1,44,NA,16343,3,194,4_5_3,104,unleashed,2,FALSE,753,all,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16345,Participant 753,16338,Yeah.,1,47,NA,16344,3,753,4_5_3,107,unleashed,2,FALSE,194,194,0,0,0,0,0
05_20_2021_vero #3_round 2_otter.ai,16346,Participant 194,16338,All right. Let's survive.,1,48,NA,16345,3,194,4_5_3,108,unleashed,2,FALSE,753,all,1,0,1,0,0
05_20_2021_vero #3_round 2_otter.ai,16347,Vero,16338,"Before we start, would we like to clarify our goals?",1,51,NA,16346,3,vero4_5_3,4_5_3,111,unleashed,2,TRUE,194,all,0,0,0,0,0
