file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
02_25_2021_vero #7_task+team_round 1_otter.ai,8715,Participant 945,8715,You need it more than food or water?,0,0,NA,NULL,3,945,3_7_1,0,combined,1,FALSE,NA,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8716,Participant 152,8715,I agree. So maybe you can put oxygen first than water? And then the food concentrate.,0,1,NA,8715,3,152,3_7_1,1,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8717,Participant 857,8715,"Okay,",0,8,NA,8716,3,857,3_7_1,8,combined,1,FALSE,152,152,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8718,Participant 945,8715,Yeah that sounds good.,0,9,NA,8717,3,945,3_7_1,9,combined,1,FALSE,857,152,1,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8719,Participant 152,8715,And is there anything to,0,11,NA,8718,3,152,3_7_1,11,combined,1,FALSE,945,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8720,Participant 945,8715,"I think like the stellar map or the reciever transmitter would be the next most important, so that you could actually like, go somewhere, or be in contact with people.",0,12,NA,8719,3,945,3_7_1,12,combined,1,FALSE,152,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8721,Participant 152,8715,Make sense?,0,25,NA,8720,3,152,3_7_1,25,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8722,Participant 857,8715,"Well, we don't have any thing to use to go anywhere, though, right? Like the ship isn't working anymore. So maybe like, one of the, I don't know how any of this would help but one of the life rafts or something before the map? Because?",0,29,NA,8721,3,857,3_7_1,29,combined,1,FALSE,152,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8723,Participant 152,8715,"Um,yeah, I think I think those are important as well. Um, maybe, maybe if we, we see if there's anything more important, like life related, and then move on to those I don't know, like, what about a first aid kit? I'm not sure I'm just throwing out ideas.",1,1,NA,8722,3,152,3_7_1,61,combined,1,FALSE,857,857,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8724,Participant 945,8715,"I feel like the first aid kit, it just depends on how long we think this could take. Like, if it would take like weeks, then we'd probably need a first aid kit. But like, if it takes like days, and we probably wouldn't",1,23,NA,8723,3,945,3_7_1,83,combined,1,FALSE,152,152,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8725,Participant 152,8715,chosen for 200 mile trip?,1,37,NA,8724,3,152,3_7_1,97,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8726,Participant 945,8715,Probably a few days.,1,45,NA,8725,3,945,3_7_1,105,combined,1,FALSE,152,152,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8727,Participant 152,8715,"Probably about like, five, six minutes left. So what do you guys think?",1,50,NA,8726,3,152,3_7_1,110,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8728,Participant 945,8715,I would say that getting in contact with someone else would probably be the most useful for like navigating in the situation.,2,4,NA,8727,3,945,3_7_1,124,combined,1,FALSE,152,152,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8729,Participant 152,8715,So we can go with the solar solar powered one.,2,15,NA,8728,3,152,3_7_1,135,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8730,Participant 945,8715,Yeah.,2,19,NA,8729,3,945,3_7_1,139,combined,1,FALSE,152,152,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8731,Participant 152,8715,All right.,2,20,NA,8730,3,152,3_7_1,140,combined,1,FALSE,945,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8732,Participant 945,8715,"And then,like getting to where we need to go either like the map or the compass, or like the raft. But I don't really know which one would be the most important out of those three,",2,23,NA,8731,3,945,3_7_1,143,combined,1,FALSE,152,all,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8733,Participant 152,8715,maybe you can put a stellar map and then a magnetic compass.,2,34,NA,8732,3,152,3_7_1,154,combined,1,FALSE,945,945,0,0,0,0,0
02_25_2021_vero #7_task+team_round 1_otter.ai,8734,Participant 857,8715,"How would a compass work. Like in Earth, on Earth, it depends on Earth.",2,42,NA,8733,3,857,3_7_1,162,combined,1,FALSE,152,152,0,0,0,0,0
