file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
05_20_2021_vero #5_round 3_otter.ai,17896,Participant 987,17896,Tell.,0,2,NA,NULL,2,987,4_5_5,2,unleashed,3,FALSE,NA,all,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17897,Participant 188,17896,"Hello, everybody.",0,5,NA,17896,2,188,4_5_5,5,unleashed,3,FALSE,987,all,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17898,Participant 987,17896,"Okay, I think we're on a desert island this time.",0,8,NA,17897,2,987,4_5_5,8,unleashed,3,FALSE,188,all,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17899,Participant 188,17896,"Oh, yeah, probably.",0,11,NA,17898,2,188,4_5_5,11,unleashed,3,FALSE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17900,Participant 987,17896,"Is that what it is? It is going. Yep, we're in the desert in the southwest. Okay. Did you get tell in? For the password?",0,14,NA,17899,2,987,4_5_5,14,unleashed,3,FALSE,188,188,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17901,Participant 188,17896,"Now I did. 10 minutes, okay.",0,26,NA,17900,2,188,4_5_5,26,unleashed,3,FALSE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17902,Participant 987,17896,"Vero, you with us?",0,32,NA,17901,2,987,4_5_5,32,unleashed,3,FALSE,188,0,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17903,Vero,17896,"I'm here, Tilly. feel free to ask me any questions about teamwork or content.",0,35,NA,17902,2,vero4_5_5,4_5_5,35,unleashed,3,TRUE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17904,Participant 987,17896,"Sean, so what did you- what were your, what were your top three things?",0,42,NA,17903,2,987,4_5_5,42,unleashed,3,FALSE,vero4_5_5,188,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17905,Participant 188,17896,"Top three things. You're expecting to be, me to be right on the ball here. Okay, um-",0,47,NA,17904,2,188,4_5_5,47,unleashed,3,FALSE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17906,Participant 987,17896,Absolutely. Round three.,0,53,NA,17905,2,987,4_5_5,53,unleashed,3,FALSE,188,188,1,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17907,Participant 188,17896,"Yeah, I should be with it by now. Um, so I had one quart of water per person. I think that's number one. I think the parachute as two and an air map of the area as three. What do you have as your top three, Tilly?",0,55,NA,17906,2,188,4_5_5,55,unleashed,3,FALSE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17908,Participant 987,17896,"Well, I had the quart of water as one, so I think we can safely put that as one.",1,14,NA,17907,2,987,4_5_5,74,unleashed,3,FALSE,188,188,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17909,Participant 188,17896,We're very consistent with this water thing.,1,18,NA,17908,2,188,4_5_5,78,unleashed,3,FALSE,987,all,1,0,1,0,0
05_20_2021_vero #5_round 3_otter.ai,17910,Participant 987,17896,"Gotta be hydrated. I had the sunglasses, and I had the salt tablets to retain water. Um,",1,21,NA,17909,2,987,4_5_5,81,unleashed,3,FALSE,188,188,1,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17911,Participant 188,17896,"I have the exact opposite with the salt tablets. I had them at 15 because I thought that was more like, that was sort of an older way of thinking about water retention.",1,31,NA,17910,2,188,4_5_5,91,unleashed,3,FALSE,987,987,0,2,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17912,Participant 987,17896,"Oh, you're being polite. I happen to have those two quarts of vodka at 15, although they may be- I may be finding them at about 60 minutes. Vero, what are your thoughts?",1,46,NA,17911,2,987,4_5_5,106,unleashed,3,FALSE,188,"188,0","1,0","0,0","1,0","0,0","0,0"
05_20_2021_vero #5_round 3_otter.ai,17913,Participant 188,17896,In about 45.,2,0,NA,17912,2,188,4_5_5,120,unleashed,3,FALSE,987,987,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17914,Participant 987,17896,There we go.,2,2,NA,17913,2,987,4_5_5,122,unleashed,3,FALSE,188,188,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17915,Participant 188,17896,"So I had those at four- I had those at 14, so maybe we can, we can put those at 15.",2,2,NA,17914,2,188,4_5_5,122,unleashed,3,FALSE,987,all,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17916,Participant 987,17896,"Well, okay, we'll put- we'll do that at 15, and then Vero, what are your thoughts for the other top five items?",2,8,NA,17915,2,987,4_5_5,128,unleashed,3,FALSE,188,"188,0","0,0","0,0","0,0","0,0","0,0"
05_20_2021_vero #5_round 3_otter.ai,17917,Vero,17896,I agree with Sean that salt tablets should be near the bottom of the list. I think you should prioritize hydration and protection from the heat and cold.,2,16,NA,17916,2,vero4_5_5,4_5_5,136,unleashed,3,TRUE,987,all,2,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17918,Participant 987,17896,"Okay, so we'll- let's put salt tablets at 14?",2,25,NA,17917,2,987,4_5_5,145,unleashed,3,FALSE,vero4_5_5,all,0,0,0,0,0
05_20_2021_vero #5_round 3_otter.ai,17919,Participant 188,17896,"Okay, sure.",2,28,NA,17918,2,188,4_5_5,148,unleashed,3,FALSE,987,987,1,0,0,0,0
